Question,Subj_Q,Answer,Subj_A,Domain
ما هو السيرفر او الخادم ,0,عندما تذهب الى مطعم و تطلب طعام  يقوم شخص يعمل في المطعم بخدمتك  هذا الشخص يسمى Server او بالعربي الخادمهذا الشخص باللغة الانجليزية يسمى   Server   سيرفر   وتعني   خاد م      بما انه الآن يقدم لنا خدمة وهي احضار الطلبات التي نريدها   وانا في هذه الحالة أسم ى   عميل   أو باللغة الانجليزية   Client   لاني الذي اطلب الخدمةأي انه باختصار    الشخص الذي يقد م لي الطعام يسمى   سيرفر   أو خادم   وانا    المستقبل لهذا الطعام أسمى عميل لانه يقوم على خدمتيوكذلك الحواسب أو الكمبيوترات    في شبكة الانترنت    وأي شبكة أخرى تتخذ نفس الأسلوب    كيف  الآن اذا جيت أرسل ملف من جهازي الى جهازك   عبر أي برنامج    العلاقة بين جهازي وجهازك هي علاقة   خاد م   و   عميل  فأنا الآن أقدم لك خدمة    وهي الملف اللي ارسله لك وأنت تستقبل خدمة من ي    إذا  فأنت عميل   إذا    فجهازي هو السيرفر   الخادم       وجهازك هو العميل ثم اذا انت ارسلت لي ملف   يصبح جهازك خادم    وأصبح أنا عميل     وهكذا    ما علاقة هذا بالسيرفرات التي نسمع عنها  هناك حواسب   كمبيوترات      مخصص ه فقط لتعمل كـ سيرفرات   خوادم        Servers     أي أن هذه الأجهزة تقوم فقط بخدمة الأجهزة الأخرى ولاتستقبل من أجهزة أخرى     وجميع الأجهزة المتصلة بها هي عبارة عن أجهزة عملاء   Clients     هذه الأجهزة هي عبارة عن كمبيوترات مثل اللي عندك وعندي     ولكن ينص ب عليها نظام تشغيل وبرمجيات خاصه    لتجعلها تعمل كـ خوادم فقط   سيرفرات  وتكون هذي الأجهزة متصله 24 ساعة بالانترنت     عملها هو تقديم خدمات للأجهزة الأخرى فقط      والآن أغلب الشركات اللي تصنع الكمبيوتراتمثل Dell و HP    وغيرها     تصنع نوع خاص من الأجهزة للعمل كـ سيرفر    طبعا  هذي الأجهزة مافيها شي زيادة عن اجهزتنا   اللهم فقط   إنه تم تصميمها بغرض ان مساحتها تكون صغيرة    وفي نفس الوقت    تكون قادره على العمل 24 ساعة متواصله يوميا  بلا توقف   لذلك فنوعية قطعة الطاقة   Power Supply   الموجودة فيها تكون من النوع القابل للعمل لفترات طويلة بدون توقف    وبدون ما تسبب حرارة عالية   وهكذا من الأمور    وكل شركة تتفنن في عمل هذي التصاميم     إلا أنها مجر د أجهزة كمبيوتر مثل اللي عندي وعندك   وفيه شركات تستخدم كمبيوترات عادية بدون أي تصميم خاص    يعني نفس الجهاز اللي عندي وعندك يستخدموه كـ سيرفر   لأن ماعندهم امكانيات مادية عالية تؤهلهم انهم يشتروا اجهزة مصممه بجودة ممتازة    بحيث انها تكون قابله للعمل 24 ساعة بدون توقف   حسنا      ملخ ص لما ذ كر بالأعلى   العلاقة بين أي جهازين هي علاقة خادم   سيرفر   و عميل   كلاينت     السيرفر هو عبارة عن جهاز كمبيوتر مخصص لأن يكون خادم فقط ويخدم جميع الأجهزة الأخرى المتصلة به   منقول من منتدى ترايدنت,0,تطوير الويب
ما هى افضل توزيعة لينكس لمطور الويب ,0,كل التوزيعات تصلح لبرمجة الويبعن نفسي استخدم fedora اعمل عليها من 2008 تقريباﻻنها تسهل العمل علي سرفرات centos ﻻن اﻻوامر واسماء الحزم واعدادات السرفر واحدهمع اختلاف بسيط في اسم مدير الحزم في fedora اسمه dnf في centos اسمه yum ولكن يتم استخدامهم بنفس الطريقه,1,تطوير الويب
هل digital ocean مناسب للعملاء ام موجه للمطورين  ,0,في أغلب المواقع البسيطة لا حاجة لمراقبة وإدارة الخادم بعد بتجهيز الـ droplet بكل الإحتياجات الخاصة بإدارة الموقع بعد تسليم البرمجية والـخادم يكون لديك خياران إما توفير إستضافة بدون دعم وعلى العميل توفير دعم خاص بالخادم في حال واجه مشكلة بالخادم وأخرى برسوم أعلى ذات دعم للخادم تتراوح أسعار الدعم النصف ثانوي الخاص بالخوادم من 300  إي 500  تقريبا  إن كانت مواقع ع ملائك مواقع ذات ضغط منخفض ولا تستهلك موارد الخادم ي مكنك دمجهم في استضافة م شتركة على droplet واحد لتوفير في تكاليف الاستضافة ,0,تطوير الويب
دورة BLOGGER JSON FEED API التي لطالما انتظرها الجميع,0,بالتوفيق  فقط ملاحظة بسيطة  من الأفضل عنونة الفيديوهات بمحتواها  بدلا  عن lesson 1  lesson 2,0,تطوير الويب
شاركونا مصادر تعلمكم  من أين تعلمت ,0,أنا تعلمت البرمجة من شخصين   1 خالد السعداني عنده قناة في اليوتيوب وموقع إسمه مبرمجون2 عبدالله عيد وأيضا عنده قناة على اليوتيوب وموقع إسمه عبدالله عيد,0,تطوير الويب
هل التغيير السريع في التكنولوجيا يؤثر على قرارك في ما تريد تعلمه ,0,هل التغيير السريع في التكنولوجيا يؤثر على قرارك في ما تريد تعلمه اكيد بالنسبه لي اعطي كل تكنولوجيا او لغة مقياس زمني لايتعدى ال 5 او العشر سنوات  صراحه انا عشقت الجافاسكربت وباعتقادي ستكون اللغة الشهيره في العشر السنوات القادمه ايضا  الكثيير  من شركات التكنولوجيا الاوروبيه تطلب مبرمجين جافاسكربت اطر العمل المطلوبه بكثرهAngularJS الاصدار الثاني رائع وسريع جداReact وايضا  مكتبه رائعه وجديده في السوق بعد تجرتبها وجدتها مبنيه بشكل قوي وبسيط  تمكنك من بناء اي نوع من انواع التطبيقات وتطويرها في المستقبل بسهوله    شبيهه بال AngularJS ايضا  عبر محاكي PCJS يمكنك تشغيل WINDOWS 1 01 عبر المتصفح     ,1,تطوير الويب
هل مات البودكاست  ,0,يوجد بودكاست و حلقات طويلة أيضا   أنا أستمع لثلاثة برامج حاليا  كشكول  مهتم بمجالات التقنية و الألعاب و الأفلام و المسلسلات و الأنمي ScreenCrew   يعنى بآخر مستجدات الأفلام و المسلسلات الأجنبية كلام  أظن الجميع هنا يعرفه و الذي يقدمه ثمود  thamood  بالمقابل توجد بعض برامج البودكاست المنتهية أو مجهولة الحالة التي لا يعرف هل هي متوقفة أم منتهية ,1,تطوير الويب
أول تصميم واجهة موقع لي في حياتي  ارجوا منكم تقييمه و تقديم الانتقادات ,1,بداية موفقة إن شاء الله   ,1,تطوير الويب
كيف أصمم قوالب بلوجر  بشكل احترافي,0,و عليكم السلام اخى الكريم لا تتعب نفسك فى البحث عن دورات تصميم قوالب بلوجر عربية على الانترنت لانك لن تجد إلا الدورة الخاصة بأسامة بوردين   اما نصيحتى لك فهى ان تتعمق فى تعلم كلا من html css و تقوم بفهمهم جيدا و تطبق عليهم حتى تصبح محترف بكل ما فى الكلمة من معنى اى انك تعرف وظيفة كل تاج من التاجات و كيف يعمل لا تترك صغيرة تدور فى رأسك حتى تتعلمها و بصراحة لن تجد دورات افضل من قناه elzero على اليوتيوب فهى من افضل الدورات التى شاهدتها مقارنة مع غيرها الكثير   بعد اتقانك لك ذلك قم بتحميل دورة اسامة بوردين و شاهدها وستكون من المحترفين صدقنى فى هذا التعليق اعطيك تعب شهور فى البحث و المشاهدة و المقارنة التعليم الذاتى ليس سهلا كما يقولون خصوصا مع المحتوى العربى,1,تطوير الويب
تعلم كيفية تدوير العناصر وعمل أنميشن بإستخدام ـCSS   محمد جعفر,0,شكرا مع المزيد من التقدم نحن في المتابعة,1,تطوير الويب
قالب Html css من تصميمي واثق انه سيعجبكم ,1,رائع اخى الكريم هل يمكنك ان تخبرنا ما هى المصادر التى تعتمد عليها و شكرا,1,تطوير الويب
إستفسار   ما أفضل إستضافات الأجنبية ,0,ipage3 سنوات استضفت عندهم   خدمتهم ممتاز وتوافق شروطك   اكثر ما يعجبني فيهم الدعم الفني السىريع في الاستجايه وحل المشاكلادفع ٢١ دولار سنويا,1,تطوير الويب
أول وآخر موقع اقوم بإنشاءه   ما رأيكم  شارك ولو بكلمة,0,بداية موفقة جدا  جدا نصيحتي لك  مهما كانت ظروف دراستك  لا تنقطع عن متابعة تطوير موقعك الجميل  ولو ساعتين أو أربعة كل أسبوع  مثلا في عطلة نهاية الأسبوع  هذا سيساهم كثيرا  في إبقائك مطلعا  على آخر التطورات التقنية  خصوصا  وأن Bootstrap الإصدار الرابع على الأبواب  وهذا على سبيل المثال لا الحصر وسترى نتيجة تلك المتابعة المتقاربة والتطوير البسيط المستمر  أحب الأعمال إلى الله أدومها وإن قل  بنهاية العام الدراسي 2017 ,1,تطوير الويب
ماهي المعايير التي تستخدمها لتقييم المواقع الإلكترونية,0,الخدمات و القيمة المضافة التى يقدمها الموقع للزائر,0,تطوير الويب
للتو وصلت إلى 50 مبيعة وشارة بمستوى 3 على ثيم فورست  1000  هل من مبروك ,0,مبروك يا صديقي من نجاح لنجاح شاركنا الصعوبات التي واجهتها في عملك,1,تطوير الويب
